Publicar,sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,modo_empleo
SI,MA-RP-375,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 375cc,MA-RP,375cc,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010504,maxon-rapido-375cc,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-750,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 750cc,MA-RP,750cc,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010509,maxon-rapido-750cc,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-036,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 3600,MA-RP,3600,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010518,maxon-rapido-3-6l,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-010,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 10000,MA-RP,10000,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010541,maxon-rapido-10l,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-043,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 4.3 Gal,MA-RP,4.3 Gal,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010527,maxon-rapido-4-3-gal,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-045,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 4.5 Gal,MA-RP,4.5 Gal,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,,maxon-rapido-4-5-gal,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-080,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 8 Gal,MA-RP,8 Gal,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122012922,maxon-rapido-8-gal,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,MA-RP-530,Maxón Rápido,"Es un adhesivo de contacto de poliuretano en solventes cetónicos, reactivable por calor. Alta fuerza inicial y final, ideal para procesos rápidos y continuos.

Usos Principales:
Ensuelado de calzado.
Une suelas variadas (PVC, PU, goma, caucho vulcanizado, microporosas) con capelladas de cuero, lona y sintéticos
",Maxón Rápido 53 Gal,MA-RP,53 Gal,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010652,maxon-rapido-53-gal,,,ADHESIVO PU,Mayor viscosidad Secado rápido Alta fuerza inicial y final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H361d: Se sospecha de daño en el feto.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P280: usar guantes, ropa y protección ocular. P301+P310: en caso de ingestión, llamar inmediatamente a un centro médico. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar con agua. P304+P340: en caso de inhalación, trasladar al aire libre. P331: no provocar el vómito. P332+P313: en caso de irritación cutánea, consultar a un médico. P370+P378: en caso de incendio, usar polvo químico, CO2 o espuma. P102: mantener fuera del alcance de los niños.","Preparar: asegure que las superficies estén limpias y libres de polvo, grasa, aceites o tintas, y realice el pretratamiento según el material; 2. Aplicar: aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo, espátula o sistema cerrado; 3. Secado: deje secar entre 10 minutos y 24 horas según condiciones; 4. Unir: reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión con martillo, rodillo o prensa."
SI,,Maxón Rápido SP,"Es un adhesivo de contacto reactivable al calor a base de cauchos de poliuretano en solventes cetónicos. Ideal para operaciones con secado ultrarrápido, especialmente el ensuelado de calzado.

Usos Principales: Une suelas de materiales naturales (crupón) y sintéticos (PVC, ranyl, PU, goma termoplástica, caucho vulcanizado, microporosos) con capelladas de cuero (carnaza, graso), lonas y sintéticos. Perfecto para procesos de producción industrial por su rapidez.",Maxón Rápido 8 Gal,,8 Gal,,Calzado,,,0,1,,,,products/Maxon Rápido SP/Maxón_Rápido_SP_8Gal/Maxón_Rapido_Sp_8Gal.jpg,,,,,,,,H226: Líquido y vapores inflamables. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en la piel. H335: Puede irritar las vías respiratorias. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer. H361: Se sospecha que afecta la fertilidad o el feto. H304: Puede ser mortal si se ingiere y entra en las vías respiratorias.,"P210: Mantener alejado de calor, chispas y llamas. P261: Evitar inhalar vapores. P280: Usar guantes, gafas y protección. P302+P352: En contacto con la piel, lavar con agua y jabón. P333+P313: Si hay irritación, consultar médico. P308+P313: En caso de exposición, acudir al médico. P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P370+P378: En caso de incendio, usar CO2, espuma o polvo químico.","Preparar: Superficies limpias, libres de polvo, grasa y contaminantes; realizar pretratamiento según material. 2. Aplicar: Aplicar uniformemente en ambas superficies con brocha o espátula. 3. Secado: Dejar secar mínimo 7 min y máximo 24 h. 4. Unir: Reactivar al calor ( $55$ - $70^{\circ}C$ ) y unir inmediatamente aplicando presión uniforme."
SI,,Maxón Rápido SP,"Es un adhesivo de contacto reactivable al calor a base de cauchos de poliuretano en solventes cetónicos. Ideal para operaciones con secado ultrarrápido, especialmente el ensuelado de calzado.

Usos Principales: Une suelas de materiales naturales (crupón) y sintéticos (PVC, ranyl, PU, goma termoplástica, caucho vulcanizado, microporosos) con capelladas de cuero (carnaza, graso), lonas y sintéticos. Perfecto para procesos de producción industrial por su rapidez.",Maxón Rápido 53 Gal,,53 Gal,,Calzado,,,0,1,,,,products/Maxon Rápido SP/Maxón_Rápido_SP_53Gal/Maxón_Rapido_Sp_01.jpg,,,,,,,,H226: Líquido y vapores inflamables. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en la piel. H335: Puede irritar las vías respiratorias. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer. H361: Se sospecha que afecta la fertilidad o el feto. H304: Puede ser mortal si se ingiere y entra en las vías respiratorias.,"P210: Mantener alejado de calor, chispas y llamas. P261: Evitar inhalar vapores. P280: Usar guantes, gafas y protección. P302+P352: En contacto con la piel, lavar con agua y jabón. P333+P313: Si hay irritación, consultar médico. P308+P313: En caso de exposición, acudir al médico. P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P370+P378: En caso de incendio, usar CO2, espuma o polvo químico.","Preparar: Superficies limpias, libres de polvo, grasa y contaminantes; realizar pretratamiento según material. 2. Aplicar: Aplicar uniformemente en ambas superficies con brocha o espátula. 3. Secado: Dejar secar mínimo 7 min y máximo 24 h. 4. Unir: Reactivar al calor ( $55$ - $70^{\circ}C$ ) y unir inmediatamente aplicando presión uniforme."
SI,MA-UL-120,Maxón Ultra,"Es un adhesivo de contacto de poliuretano reactivable al calor en solventes cetónicos.
Tiempo abierto en caliente: 1 minuto.

Usos Principales: Diseñado para ensuelado de calzado. Compatible con suelas de cuero natural, PVC, Ranyl, PU, caucho vulcanizado, termoplásticos y microporosas. Funciona sobre capelladas de cuero, carnaza, cuero graso, lonas y sintéticos",Maxón Ultra 120cc,MA-UL,120cc,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,,,,,,,,,,,"H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en hígado, riñones y sistema nervioso tras exposiciones prolongadas. H361d: Se sospecha que daña al feto.","P210: Mantener alejado de calor, superficies calientes, chispas y llamas. No fumar. P243: Evitar descargas electrostáticas. P280: Usar guantes, ropa protectora y protección ocular. P301 + P310: En caso de ingestión: llamar inmediatamente a un centro médico. P303 + P361 + P353: En caso de contacto con la piel: retirar ropa contaminada y enjuagar con agua. P304 + P340: En caso de inhalación: llevar al aire libre. P331: No provocar el vómito. P332 + P313: En caso de irritación cutánea: consultar a un médico. P370+P378: En caso de incendio: usar polvo químico, CO2 o espuma. P102: Mantener fuera del alcance de los niños.","Preparar: Limpie las superficies y asegúrese de que estén libres de polvo, grasa y aceites; si es necesario, lije o carde para generar porosidad. 2. Aplicar: Aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo o espátula. 3. Secado: Deje secar entre 45 minutos y 24 horas según condiciones. 4. Unir: Reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión uniforme con martillo, rodillo o prensa."
SI,MA-UL-375,Maxón Ultra,"Es un adhesivo de contacto de poliuretano reactivable al calor en solventes cetónicos.
Tiempo abierto en caliente: 1 minuto.

Usos Principales: Diseñado para ensuelado de calzado. Compatible con suelas de cuero natural, PVC, Ranyl, PU, caucho vulcanizado, termoplásticos y microporosas. Funciona sobre capelladas de cuero, carnaza, cuero graso, lonas y sintéticos",Maxón Ultra 375cc,MA-UL,375cc,,Calzado,"Maderas y Espumas, Tapicería, Marroquinería",,0,1,,1122010904,maxon-ultra-375cc,,,ADHESIVO PU,Viscosidad media Secado Rápido Mejora la brochabilidad Alta fuerza inicial y final,,,,,"H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H336: Puede provocar daños en hígado, riñones y sistema nervioso tras exposiciones prolongadas. H361d: Se sospecha que daña al feto.","P210: Mantener alejado de calor, superficies calientes, chispas y llamas. No fumar. P243: Evitar descargas electrostáticas. P280: Usar guantes, ropa protectora y protección ocular. P301 + P310: En caso de ingestión: llamar inmediatamente a un centro médico. P303 + P361 + P353: En caso de contacto con la piel: retirar ropa contaminada y enjuagar con agua. P304 + P340: En caso de inhalación: llevar al aire libre. P331: No provocar el vómito. P332 + P313: En caso de irritación cutánea: consultar a un médico. P370+P378: En caso de incendio: usar polvo químico, CO2 o espuma. P102: Mantener fuera del alcance de los niños.","Preparar: Limpie las superficies y asegúrese de que estén libres de polvo, grasa y aceites; si es necesario, lije o carde para generar porosidad. 2. Aplicar: Aplique el adhesivo uniformemente en ambas superficies con brocha, cepillo o espátula. 3. Secado: Deje secar entre 45 minutos y 24 horas según condiciones. 4. Unir: Reactive al calor entre  $55^{\circ}C$  y  $70^{\circ}C$  y una inmediatamente aplicando presión uniforme con martillo, rodillo o prensa."
